student_id,week,sleep_hours,study_hours,late_submissions,stress_level,social_activity_freq,emotional_state,exercise_hours,screen_time,burnout_label
STU-A30327D7,3,6.9,4.8,0,1,5,Enjoying the learning process,4.9,5.0,0
STU-A30327D7,4,6.5,3.8,0,3,4,"Good energy, looking forward to classes",5.5,5.6,0
STU-A30327D7,5,7.2,4.9,0,3,5,Motivated to study and stay on track,4.7,3.2,0
STU-A30327D7,6,7.2,5.6,1,3,4,Feeling great and motivated today,4.8,5.5,0
STU-A30327D7,7,5.9,5.0,0,2,4,Feeling great and motivated today,,4.8,0
STU-A30327D7,8,6.8,5.3,1,4,5,Motivated to study and stay on track,5.2,5.0,0
STU-A30327D7,9,5.7,4.6,0,1,3,Happy and well-rested,4.2,4.9,0
STU-A30327D7,10,7.6,4.3,0,1,3,Happy and well-rested,4.7,4.8,0
STU-A30327D7,11,7.0,5.3,0,3,4,"Had a productive day, feeling accomplished",5.0,4.6,0
STU-A30327D7,12,7.7,6.2,0,1,4,Motivated to study and stay on track,4.9,5.4,0
STU-ED50DAC1,1,5.5,9.5,3,6,1,"Breaking down emotionally, can't handle it",0.1,11.6,2
STU-ED50DAC1,2,4.0,9.1,3,7,3,Constantly tired no matter how much I sleep,0.9,11.2,2
STU-ED50DAC1,3,4.9,10.3,2,6,2,Very stressed about deadlines,1.2,11.4,2
STU-ED50DAC1,4,4.8,11.3,3,7,2,Very stressed about deadlines,1.5,11.7,2
STU-ED50DAC1,5,4.5,8.8,3,4,2,Struggling to concentrate on anything,1.2,9.3,1
STU-ED50DAC1,6,5.7,9.3,2,5,3,Feeling anxious about everything,,11.7,1
STU-ED50DAC1,7,5.6,10.1,2,6,1,Excited about upcoming projects,1.1,9.9,2
STU-ED50DAC1,8,6.7,8.8,1,3,4,Just getting by day to day,1.4,11.1,0
STU-ED50DAC1,9,6.2,11.1,1,5,4,Feeling indifferent about things,1.9,8.0,1
STU-ED50DAC1,10,6.8,8.1,1,5,4,Motivated to study and stay on track,2.0,8.7,1
STU-ED50DAC1,11,6.2,10.9,1,5,3,Enjoying the learning process,3.0,8.4,1
STU-ED50DAC1,12,6.5,8.3,1,5,3,Feeling balanced and in control,2.9,8.0,1
STU-91D4F349,1,8.1,3.8,1,4,7,Happy and well-rested,4.4,3.1,0
STU-91D4F349,2,7.1,6.5,1,4,5,"Had a productive day, feeling accomplished",4.5,3.5,0
STU-91D4F349,3,8.2,3.2,1,2,4,"Had a productive day, feeling accomplished",4.7,4.1,0
STU-91D4F349,4,8.6,4.2,0,2,5,Enjoying the learning process,3.7,4.6,0
STU-91D4F349,5,8.8,3.2,1,2,3,Feeling calm and focused,4.4,3.5,0
STU-91D4F349,6,8.0,5.9,0,3,6,Happy and well-rested,5.0,4.3,0
STU-91D4F349,7,8.7,4.2,1,2,3,Motivated to study and stay on track,5.0,4.1,0
STU-91D4F349,8,7.8,4.0,0,2,4,Feeling calm and focused,5.0,4.6,0
STU-91D4F349,9,8.5,3.7,0,3,5,Happy and well-rested,3.9,5.2,0
STU-91D4F349,10,7.1,2.9,1,3,4,Feeling confident about exams,4.7,4.4,0
STU-91D4F349,11,9.3,5.1,1,3,5,Motivated to study and stay on track,4.3,3.7,0
STU-91D4F349,12,8.9,5.3,0,5,4,Happy and well-rested,4.4,4.1,0
STU-4891EEE3,1,6.7,4.1,1,4,3,"Average day, going through the motions",2.7,8.1,0
STU-4891EEE3,2,,4.9,2,5,4,Just getting by day to day,2.2,8.1,1
STU-4891EEE3,3,6.0,4.8,1,4,3,Just getting by day to day,2.1,9.9,1
STU-4891EEE3,4,5.8,5.8,2,5,4,Too much pressure from all sides,2.0,8.3,1
STU-4891EEE3,5,5.5,2.1,2,6,2,Very stressed about deadlines,1.3,6.3,1
STU-4891EEE3,6,4.5,3.3,2,5,3,"Had a productive day, feeling accomplished",1.1,8.8,1
STU-4891EEE3,7,5.8,5.3,3,7,3,Very stressed about deadlines,1.4,10.3,2
STU-4891EEE3,8,4.6,3.7,2,5,3,Feeling hopeless about my grades,1.1,10.3,1
STU-4891EEE3,9,5.0,5.3,3,7,2,Very stressed about deadlines,0.9,9.8,2
STU-4891EEE3,10,4.4,4.6,3,7,3,"Breaking down emotionally, can't handle it",1.4,8.8,2
STU-4891EEE3,11,5.2,3.9,3,7,1,"Breaking down emotionally, can't handle it",1.0,10.2,2
STU-4891EEE3,12,,4.5,4,8,2,Struggling to concentrate on anything,0.6,10.3,2
STU-5673F428,1,8.3,5.7,0,2,6,Excited about upcoming projects,4.6,3.2,0
STU-5673F428,2,8.7,4.6,0,3,5,Enjoying the learning process,4.1,5.3,0
STU-5673F428,3,9.5,5.5,0,3,5,Feeling great and motivated today,4.6,4.3,0
STU-5673F428,4,6.8,4.5,0,1,6,Feeling balanced and in control,4.6,4.4,0
STU-5673F428,5,7.4,4.5,0,3,6,Enjoying the learning process,4.1,5.4,0
STU-5673F428,6,9.4,5.7,0,2,5,Enjoying the learning process,4.3,3.9,0
STU-5673F428,7,7.9,4.2,0,1,5,Feeling confident about exams,4.7,5.0,0
STU-5673F428,8,8.1,5.3,1,1,6,"Had a productive day, feeling accomplished",4.1,4.2,0
STU-5673F428,9,8.6,6.1,0,1,6,Happy and well-rested,4.3,6.7,0
STU-5673F428,10,9.3,6.7,0,3,6,Feeling confident about exams,4.4,3.8,0
STU-5673F428,11,8.6,7.2,0,1,6,Happy and well-rested,4.4,4.0,0
STU-5673F428,12,9.7,6.1,0,1,5,Feeling great and motivated today,4.1,5.2,0
STU-30347107,1,4.7,8.5,3,6,2,Feeling isolated and lonely,1.6,10.3,2
STU-30347107,2,4.5,9.4,4,7,1,Feeling anxious about everything,0.6,9.8,2
STU-30347107,3,5.3,8.6,2,6,1,Feeling isolated and lonely,,10.8,2
STU-30347107,4,6.2,8.0,3,6,2,Struggling to concentrate on anything,2.3,10.3,1
STU-30347107,5,5.8,8.1,3,5,2,Very stressed about deadlines,2.6,9.1,1
STU-30347107,6,4.9,9.3,2,5,4,Feeling anxious about everything,2.7,9.9,1
STU-30347107,7,4.5,8.5,2,5,2,"Neither good nor bad, just normal",2.7,10.1,1
STU-30347107,8,5.9,8.4,2,6,3,"Doing alright, could be better",3.5,8.3,1
STU-30347107,9,5.9,9.6,2,4,3,Struggling to concentrate on anything,3.1,10.2,1
STU-30347107,10,7.2,8.4,2,5,3,Enjoying the learning process,3.1,7.8,1
STU-30347107,11,5.4,9.6,1,5,4,Feeling confident about exams,3.7,10.6,1
STU-30347107,12,6.7,9.3,1,4,4,"Had a productive day, feeling accomplished",3.3,9.5,0
STU-2E39CFC5,1,8.4,4.1,0,1,6,"Good energy, looking forward to classes",2.9,4.6,0
STU-2E39CFC5,2,8.3,4.9,0,1,6,Feeling balanced and in control,3.5,4.8,0
STU-2E39CFC5,3,6.6,4.1,0,1,5,Feeling calm and focused,2.9,5.4,0
STU-2E39CFC5,4,,4.5,0,1,4,Happy and well-rested,3.6,4.5,0
STU-2E39CFC5,5,7.4,6.2,0,1,3,Enjoying the learning process,2.2,5.9,0
STU-2E39CFC5,6,7.8,6.6,1,1,5,Feeling balanced and in control,3.1,3.5,0
STU-2E39CFC5,7,7.9,5.1,0,2,5,Feeling balanced and in control,3.7,3.7,0
STU-2E39CFC5,8,7.8,6.9,0,1,6,Enjoying the learning process,3.1,5.4,0
STU-2E39CFC5,9,7.8,6.1,0,1,5,Feeling great and motivated today,3.6,4.4,0
STU-2E39CFC5,10,8.1,5.7,0,1,5,Feeling balanced and in control,2.9,5.0,0
STU-2E39CFC5,11,8.3,4.1,0,1,5,"Good energy, looking forward to classes",2.8,2.9,0
STU-2E39CFC5,12,7.9,5.7,0,1,7,Feeling great and motivated today,2.8,3.8,0
STU-DBD3EA76,1,7.1,7.0,3,3,3,"Good energy, looking forward to classes",4.4,8.9,0
STU-DBD3EA76,2,5.8,6.8,1,4,2,Struggling to concentrate on anything,4.4,7.9,0
STU-DBD3EA76,3,6.1,6.2,2,3,2,Excited about upcoming projects,4.3,8.8,0
STU-DBD3EA76,4,5.1,5.4,2,4,3,Things are manageable but not exciting,3.7,9.8,1
STU-DBD3EA76,5,6.9,5.8,1,3,3,Feeling great and motivated today,4.0,11.7,0
STU-DBD3EA76,6,6.7,5.2,2,3,2,Enjoying the learning process,3.2,8.9,0
STU-DBD3EA76,7,5.3,4.7,2,4,3,Things are manageable but not exciting,,9.0,1
STU-DBD3EA76,8,6.5,6.9,1,4,2,"Neither good nor bad, just normal",4.1,7.9,0
STU-DBD3EA76,9,6.2,6.8,2,3,2,Just getting by day to day,3.4,8.3,0
STU-DBD3EA76,10,5.5,5.3,1,5,2,"Average day, going through the motions",4.0,10.5,1
STU-DBD3EA76,11,6.0,5.8,2,4,2,"Can't sleep well, too much anxiety",,9.4,1
STU-DBD3EA76,12,5.2,6.5,2,3,0,Feeling balanced and in control,4.0,10.3,1
STU-3AB055BA,1,5.8,8.8,1,7,0,Feeling overwhelmed with assignments,2.0,7.8,2
STU-3AB055BA,2,5.9,9.6,2,6,1,Too much pressure from all sides,2.2,10.7,1
STU-3AB055BA,3,6.6,9.1,2,7,1,Very stressed about deadlines,,9.9,2
STU-3AB055BA,4,6.0,9.9,1,4,0,Feeling isolated and lonely,2.1,9.5,1
STU-3AB055BA,5,5.6,9.1,1,4,1,Constantly tired no matter how much I sleep,2.7,9.5,1
STU-3AB055BA,6,7.0,8.0,2,4,1,Too much pressure from all sides,1.9,10.3,1
STU-3AB055BA,7,6.0,9.6,1,4,2,"Routine day, nothing remarkable",2.7,9.3,1
STU-3AB055BA,8,7.0,9.7,0,5,3,"Doing alright, could be better",2.7,9.9,1
STU-3AB055BA,9,7.2,10.3,1,4,2,"Average day, going through the motions",3.7,8.2,1
STU-3AB055BA,10,6.5,11.2,0,3,2,Feeling confident about exams,3.9,9.5,0
STU-3AB055BA,11,7.9,8.7,0,4,3,Happy and well-rested,3.1,8.4,0
STU-3AB055BA,12,7.0,11.1,0,3,4,"Had a productive day, feeling accomplished",4.0,8.2,0
STU-880D6013,1,5.5,6.5,1,2,3,"Routine day, nothing remarkable",3.7,6.3,0
STU-880D6013,2,5.7,5.6,2,4,3,Feeling indifferent about things,3.2,4.8,1
STU-880D6013,3,5.7,6.1,1,3,2,Happy and well-rested,2.9,6.4,0
STU-880D6013,4,6.5,6.0,2,5,2,Feeling overwhelmed with assignments,3.1,6.4,1
STU-880D6013,5,6.9,5.6,2,6,2,"Good energy, looking forward to classes",2.7,6.7,1
STU-880D6013,6,6.0,4.7,2,4,2,Lost all motivation to study,2.9,7.4,1
STU-880D6013,7,5.4,7.8,2,6,2,"Can't sleep well, too much anxiety",2.0,7.6,1
STU-880D6013,8,4.3,5.3,2,7,1,Lost all motivation to study,2.6,9.1,2
STU-880D6013,9,4.4,5.8,3,6,1,Feeling isolated and lonely,1.6,7.8,2
STU-880D6013,10,5.4,7.5,3,6,0,Feeling isolated and lonely,2.0,6.2,2
STU-880D6013,11,4.1,5.6,3,7,0,Struggling to concentrate on anything,2.0,8.3,2
STU-880D6013,12,4.4,5.6,4,7,1,Very stressed about deadlines,,6.9,2
STU-66EBF40E,1,7.5,7.0,1,3,2,Happy and well-rested,3.6,7.8,0
STU-66EBF40E,2,7.0,8.1,0,4,3,Happy and well-rested,3.1,8.3,0
STU-66EBF40E,3,6.9,7.4,0,4,2,"Doing alright, could be better",3.6,8.6,0
STU-66EBF40E,4,7.9,7.7,0,4,2,Just getting by day to day,4.1,9.8,0
STU-66EBF40E,5,8.0,6.6,0,4,2,Feeling great and motivated today,2.8,9.6,0
STU-66EBF40E,6,5.9,7.3,0,5,1,"Routine day, nothing remarkable",3.9,9.1,1
STU-66EBF40E,7,7.7,7.3,1,3,2,Feeling numb and disconnected,3.4,9.5,0
STU-66EBF40E,8,6.1,6.5,1,4,1,Things are manageable but not exciting,3.4,9.2,1
STU-66EBF40E,9,7.7,5.7,0,5,1,Things are manageable but not exciting,3.0,9.3,0
STU-66EBF40E,10,6.9,7.0,0,3,2,Things are manageable but not exciting,3.6,7.9,0
STU-66EBF40E,11,7.8,5.4,0,3,4,Feeling confident about exams,2.9,8.9,0
STU-66EBF40E,12,6.7,9.8,1,4,1,Feeling balanced and in control,3.7,8.1,1
STU-A3DFE8AF,1,4.8,9.6,6,7,0,Constantly tired no matter how much I sleep,0.2,14.9,2
STU-A3DFE8AF,2,4.0,9.0,6,8,0,Feeling numb and disconnected,0.1,16.0,2
STU-A3DFE8AF,3,4.8,9.9,5,8,0,"Breaking down emotionally, can't handle it",0.0,14.0,2
STU-A3DFE8AF,4,4.1,8.7,6,8,0,Struggling to concentrate on anything,0.9,15.1,2
STU-A3DFE8AF,5,3.5,10.8,6,9,0,Very stressed about deadlines,0.8,13.4,2
STU-A3DFE8AF,6,4.0,9.4,6,9,0,Feeling hopeless about my grades,0.1,13.5,2
STU-A3DFE8AF,7,3.8,9.0,6,9,0,Feeling numb and disconnected,0.2,14.1,2
STU-A3DFE8AF,8,3.6,10.4,6,7,0,Very stressed about deadlines,0.5,15.1,2
STU-A3DFE8AF,9,4.1,9.0,5,6,0,Exhausted and burned out from studying,0.6,14.1,2
STU-A3DFE8AF,10,4.0,9.7,6,8,0,Feeling hopeless about my grades,0.5,14.5,2
STU-A3DFE8AF,11,3.5,10.7,6,9,0,Feeling anxious about everything,1.2,14.5,2
STU-A3DFE8AF,12,3.9,10.8,7,9,0,Feeling hopeless about my grades,0.0,12.8,2
STU-3BF2FD7E,1,10.0,3.0,0,1,5,Enjoying the learning process,3.0,4.4,0
STU-3BF2FD7E,2,9.2,5.1,1,1,5,"Had a productive day, feeling accomplished",2.7,4.9,0
STU-3BF2FD7E,3,8.6,3.6,1,2,4,Happy and well-rested,3.2,4.1,0
STU-3BF2FD7E,4,9.0,2.3,1,1,5,"Good energy, looking forward to classes",2.6,4.5,0
STU-3BF2FD7E,5,7.6,3.3,1,1,5,Feeling confident about exams,3.1,5.3,0
STU-3BF2FD7E,6,9.3,3.9,0,2,5,Feeling calm and focused,2.9,5.2,0
STU-3BF2FD7E,7,8.4,5.2,0,1,4,Feeling confident about exams,2.7,5.1,0
STU-3BF2FD7E,8,8.9,2.9,0,2,5,Excited about upcoming projects,3.1,5.0,0
STU-3BF2FD7E,9,8.2,5.9,0,2,4,"Had a productive day, feeling accomplished",,4.7,0
STU-3BF2FD7E,10,9.5,4.8,0,1,4,Enjoying the learning process,3.1,4.2,0
STU-3BF2FD7E,11,8.6,3.8,0,1,5,"Had a productive day, feeling accomplished",3.0,4.3,0
STU-3BF2FD7E,12,8.8,5.0,0,2,6,Enjoying the learning process,2.8,5.4,0
STU-D5A4DC86,1,7.5,6.1,0,2,6,Enjoying the learning process,3.9,7.4,0
STU-D5A4DC86,2,7.1,4.2,0,3,5,Feeling calm and focused,4.9,5.4,0
STU-D5A4DC86,3,8.6,5.4,0,3,4,Feeling confident about exams,4.4,7.4,0
STU-D5A4DC86,4,6.7,7.1,0,3,4,Feeling confident about exams,5.0,6.5,0
STU-D5A4DC86,5,7.9,5.9,0,2,4,Excited about upcoming projects,3.9,5.5,0
STU-D5A4DC86,6,7.4,5.5,0,3,4,Feeling calm and focused,4.9,7.6,0
STU-D5A4DC86,7,8.0,4.3,0,5,5,"Had a productive day, feeling accomplished",4.9,6.0,0
STU-D5A4DC86,8,7.3,5.3,0,3,5,Excited about upcoming projects,4.3,7.8,0
STU-D5A4DC86,9,7.1,6.7,0,4,5,"Good energy, looking forward to classes",4.0,6.4,0
STU-D5A4DC86,10,7.5,5.7,0,3,5,Feeling calm and focused,4.4,7.4,0
STU-D5A4DC86,11,7.4,6.1,0,5,4,Excited about upcoming projects,4.4,7.4,0
STU-D5A4DC86,12,7.1,6.0,0,4,5,Feeling balanced and in control,,5.4,0
STU-9CAE7334,1,6.9,2.7,1,3,4,Excited about upcoming projects,3.7,6.7,0
STU-9CAE7334,2,7.2,2.2,0,3,3,"Had a productive day, feeling accomplished",3.1,5.7,0
STU-9CAE7334,3,7.1,2.5,1,2,2,Excited about upcoming projects,3.8,6.3,0
STU-9CAE7334,4,8.0,4.9,0,2,3,Motivated to study and stay on track,3.2,7.2,0
STU-9CAE7334,5,6.5,3.8,1,2,4,Motivated to study and stay on track,2.7,7.1,0
STU-9CAE7334,6,7.3,1.8,0,2,3,Feeling balanced and in control,3.1,5.6,0
STU-9CAE7334,7,6.3,3.5,0,1,4,Feeling balanced and in control,3.0,5.8,0
STU-9CAE7334,8,7.1,4.3,1,4,3,Motivated to study and stay on track,3.2,7.1,0
STU-9CAE7334,9,6.6,4.4,1,1,4,Feeling balanced and in control,3.3,5.2,0
STU-9CAE7334,10,7.7,3.0,0,2,4,Feeling balanced and in control,3.6,7.7,0
STU-9CAE7334,11,7.5,4.9,1,2,4,Feeling confident about exams,2.9,6.6,0
STU-9CAE7334,12,6.5,4.6,0,2,5,Feeling confident about exams,3.1,6.4,0
STU-2792AE95,1,6.5,7.3,1,4,4,"Had a productive day, feeling accomplished",2.5,8.4,0
STU-2792AE95,2,7.0,5.8,1,4,3,Feeling indifferent about things,2.9,7.3,0
STU-2792AE95,3,6.6,6.2,2,4,4,"Feeling okay, nothing special",2.5,7.0,0
STU-2792AE95,4,5.8,6.4,2,5,3,"Average day, going through the motions",2.9,6.9,1
STU-2792AE95,5,6.1,6.4,2,5,4,"Routine day, nothing remarkable",1.7,7.0,1
STU-2792AE95,6,5.7,6.7,3,4,3,Feeling confident about exams,1.8,8.5,1
STU-2792AE95,7,5.1,7.9,3,6,2,Feeling numb and disconnected,1.6,7.5,1
STU-2792AE95,8,4.7,7.0,3,5,3,Feeling isolated and lonely,2.0,7.5,1
STU-2792AE95,9,4.1,6.7,3,6,3,Very stressed about deadlines,1.6,9.8,2
STU-2792AE95,10,5.0,5.8,3,7,1,Too much pressure from all sides,1.4,10.7,2
STU-2792AE95,11,5.1,7.2,3,7,1,Feeling numb and disconnected,1.7,9.6,2
STU-2792AE95,12,4.6,7.8,3,7,3,Feeling numb and disconnected,1.4,8.8,2
STU-E395CFB4,1,4.3,9.1,3,8,0,Very stressed about deadlines,1.6,12.5,2
STU-E395CFB4,2,4.8,11.0,3,9,1,Feeling anxious about everything,1.6,12.6,2
STU-E395CFB4,3,5.0,9.9,4,10,0,Feeling anxious about everything,2.0,10.1,2
STU-E395CFB4,4,5.3,8.1,4,9,0,Dreading going to class,1.7,13.1,2
STU-E395CFB4,5,4.6,8.8,4,9,0,Feeling hopeless about my grades,1.5,11.2,2
STU-E395CFB4,6,4.6,9.8,3,10,0,Constantly tired no matter how much I sleep,1.2,11.7,2
STU-E395CFB4,7,5.2,8.1,4,9,0,Feeling anxious about everything,1.9,12.4,2
STU-E395CFB4,8,3.9,9.3,4,8,0,Dreading going to class,0.8,10.5,2
STU-E395CFB4,9,4.8,10.4,4,9,0,Lost all motivation to study,1.4,11.8,2
STU-E395CFB4,10,4.5,8.4,4,9,0,"Breaking down emotionally, can't handle it",1.8,10.0,2
STU-E395CFB4,11,4.7,8.1,5,10,0,Feeling overwhelmed with assignments,2.0,11.0,2
STU-E395CFB4,12,3.6,9.1,5,9,0,Constantly tired no matter how much I sleep,1.1,11.6,2
STU-D45B73DC,1,6.8,7.2,1,4,5,Feeling anxious about everything,2.3,7.2,0
STU-D45B73DC,2,6.8,6.1,2,4,2,Just getting by day to day,2.5,7.7,1
STU-D45B73DC,3,6.0,5.7,1,5,4,"Neither good nor bad, just normal",2.9,7.2,1
STU-D45B73DC,4,6.2,8.1,2,3,2,Constantly tired no matter how much I sleep,1.1,6.4,1
STU-D45B73DC,5,7.4,5.3,3,4,4,Feeling confident about exams,1.8,7.8,0
STU-D45B73DC,6,6.1,7.7,2,6,3,Very stressed about deadlines,1.5,7.5,1
STU-D45B73DC,7,5.7,8.1,3,7,3,Dreading going to class,1.2,8.5,2
STU-D45B73DC,8,6.3,7.5,3,6,2,Too much pressure from all sides,1.7,8.2,1
STU-D45B73DC,9,4.9,5.5,4,5,2,"Can't sleep well, too much anxiety",0.9,9.3,1
STU-D45B73DC,10,4.9,8.0,5,7,2,Feeling overwhelmed with assignments,1.5,9.2,2
STU-D45B73DC,11,5.0,5.5,4,7,1,Exhausted and burned out from studying,1.3,10.4,2
STU-D45B73DC,12,5.2,5.8,3,8,2,"Breaking down emotionally, can't handle it",0.8,10.6,2
STU-1549E67D,1,6.5,6.9,2,6,1,"Routine day, nothing remarkable",1.6,7.5,1
STU-1549E67D,2,7.2,6.5,1,6,2,"Neither good nor bad, just normal",1.4,6.9,1
STU-1549E67D,3,6.7,7.3,3,4,2,Feeling indifferent about things,1.8,6.8,1
STU-1549E67D,4,6.4,9.1,2,3,2,Just getting by day to day,1.8,7.6,1
STU-1549E67D,5,,7.5,2,4,2,"Feeling okay, nothing special",2.9,6.8,0
STU-1549E67D,6,6.3,8.4,2,5,2,Just getting by day to day,2.0,7.9,1
STU-1549E67D,7,5.3,8.2,1,4,2,"Had a productive day, feeling accomplished",2.4,6.3,1
STU-1549E67D,8,6.0,9.7,2,6,1,Things are manageable but not exciting,1.6,6.6,1
STU-1549E67D,9,6.4,7.6,3,5,1,"Neither good nor bad, just normal",1.4,6.5,1
STU-1549E67D,10,7.7,7.7,2,7,2,"Neither good nor bad, just normal",1.5,5.8,1
STU-1549E67D,11,6.1,5.4,2,5,2,Feeling isolated and lonely,1.3,8.3,1
STU-1549E67D,12,6.6,8.1,2,3,1,"Breaking down emotionally, can't handle it",1.6,5.9,1
STU-FE6AD37F,1,6.6,8.5,1,3,1,"Neither good nor bad, just normal",1.9,6.3,0
STU-FE6AD37F,2,7.7,9.2,0,5,2,"Average day, going through the motions",1.7,6.1,1
STU-FE6AD37F,3,7.2,8.1,1,4,2,Things are manageable but not exciting,2.9,5.6,0
STU-FE6AD37F,4,6.8,7.5,0,4,3,Just getting by day to day,1.4,6.8,0
STU-FE6AD37F,5,6.6,8.5,1,6,3,Too much pressure from all sides,2.6,5.9,1
STU-FE6AD37F,6,7.1,10.5,1,5,2,"Average day, going through the motions",2.7,6.9,1
STU-FE6AD37F,7,6.4,7.9,0,4,4,Things are manageable but not exciting,,7.3,0
STU-FE6AD37F,8,7.2,8.7,1,5,3,"Feeling okay, nothing special",3.0,6.7,0
STU-FE6AD37F,9,7.5,9.1,1,4,3,"Neither good nor bad, just normal",1.8,6.5,0
STU-FE6AD37F,10,6.8,9.7,0,4,1,Struggling to concentrate on anything,2.8,4.3,0
STU-FE6AD37F,11,8.0,8.8,1,3,3,Constantly tired no matter how much I sleep,2.8,5.9,0
STU-FE6AD37F,12,7.3,10.0,0,3,2,Excited about upcoming projects,1.8,6.6,0
STU-7E0621D3,1,7.9,9.9,0,5,3,"Good energy, looking forward to classes",1.9,10.1,1
STU-7E0621D3,2,8.4,8.9,0,5,4,Very stressed about deadlines,1.8,8.7,0
STU-7E0621D3,3,7.1,6.7,1,5,3,"Feeling okay, nothing special",1.5,9.1,1
STU-7E0621D3,4,8.1,7.5,1,4,5,"Neither good nor bad, just normal",2.0,9.3,0
STU-7E0621D3,5,7.3,7.6,1,4,4,"Neither good nor bad, just normal",2.3,8.9,0
STU-7E0621D3,6,7.1,6.5,1,4,4,Feeling balanced and in control,2.0,10.2,0
STU-7E0621D3,7,6.2,7.0,0,3,4,"Can't sleep well, too much anxiety",1.7,8.0,0
STU-7E0621D3,8,6.7,7.1,2,6,5,"Feeling okay, nothing special",1.8,9.1,1
STU-7E0621D3,9,7.4,7.1,0,5,3,"Doing alright, could be better",2.1,8.6,0
STU-7E0621D3,10,6.6,7.9,1,3,3,Feeling anxious about everything,2.0,8.3,0
STU-7E0621D3,11,7.1,7.6,1,4,2,"Routine day, nothing remarkable",1.1,8.7,1
STU-7E0621D3,12,6.9,6.4,0,5,3,"Doing alright, could be better",2.2,8.5,0
STU-FFEB4307,1,4.6,9.2,3,6,0,Feeling isolated and lonely,0.0,15.1,2
STU-FFEB4307,2,5.3,9.1,3,7,0,Lost all motivation to study,1.0,13.3,2
STU-FFEB4307,3,5.0,9.7,3,8,0,Lost all motivation to study,0.2,15.9,2
STU-FFEB4307,4,5.0,10.1,3,6,2,Constantly tired no matter how much I sleep,0.0,13.4,2
STU-FFEB4307,5,4.7,9.7,3,8,1,Feeling numb and disconnected,0.5,13.5,2
STU-FFEB4307,6,4.3,9.8,4,6,1,Exhausted and burned out from studying,0.0,14.0,2
STU-FFEB4307,7,4.8,8.3,2,8,2,Struggling to concentrate on anything,0.0,14.2,2
STU-FFEB4307,8,5.0,8.0,3,7,0,Too much pressure from all sides,0.2,13.4,2
STU-FFEB4307,9,4.3,9.4,2,9,2,Feeling anxious about everything,0.2,16.0,2
STU-FFEB4307,10,5.0,9.9,3,8,0,Constantly tired no matter how much I sleep,0.3,15.2,2
STU-FFEB4307,11,3.5,9.3,3,8,1,Constantly tired no matter how much I sleep,0.0,14.4,2
STU-FFEB4307,12,5.2,9.1,3,8,1,Lost all motivation to study,0.6,15.3,2
STU-D430F94D,1,7.9,4.2,0,2,5,"Good energy, looking forward to classes",3.6,4.8,0
STU-D430F94D,2,7.4,4.3,0,3,5,Happy and well-rested,4.5,4.4,0
STU-D430F94D,3,7.7,6.2,0,3,6,Enjoying the learning process,3.6,4.1,0
STU-D430F94D,4,,2.8,0,2,6,Enjoying the learning process,3.9,3.1,0
STU-D430F94D,5,7.6,5.8,0,3,5,Happy and well-rested,3.3,4.2,0
STU-D430F94D,6,8.8,2.5,0,3,5,Excited about upcoming projects,3.9,5.7,0
STU-D430F94D,7,8.8,4.4,0,4,6,Feeling calm and focused,3.1,5.4,0
STU-D430F94D,8,7.8,3.4,0,2,6,Feeling balanced and in control,3.8,4.7,0
STU-D430F94D,9,7.6,2.9,0,4,5,Excited about upcoming projects,3.8,4.4,0
STU-D430F94D,10,9.3,4.1,0,2,6,"Good energy, looking forward to classes",,3.5,0
STU-D430F94D,11,7.5,3.6,0,1,5,Feeling great and motivated today,3.5,3.0,0
STU-D430F94D,12,8.4,5.6,1,3,5,Motivated to study and stay on track,4.2,4.0,0
STU-DA3AA188,1,3.9,9.7,4,10,1,Feeling numb and disconnected,0.0,14.9,2
STU-DA3AA188,2,3.7,8.3,5,10,0,Struggling to concentrate on anything,0.8,13.2,2
STU-DA3AA188,3,4.7,9.6,5,9,1,Dreading going to class,0.5,15.3,2
STU-DA3AA188,4,4.0,9.1,5,8,2,Very stressed about deadlines,0.0,14.2,2
STU-DA3AA188,5,4.2,8.0,4,10,0,"Breaking down emotionally, can't handle it",0.4,14.8,2
STU-DA3AA188,6,4.8,8.4,4,7,0,Feeling numb and disconnected,0.0,14.3,2
STU-DA3AA188,7,,9.6,4,9,1,Dreading going to class,1.1,14.8,2
STU-DA3AA188,8,4.4,11.4,4,9,1,Feeling numb and disconnected,1.2,16.0,2
STU-DA3AA188,9,3.1,10.1,4,8,0,Very stressed about deadlines,0.5,14.6,2
STU-DA3AA188,10,3.0,7.4,4,7,0,Feeling isolated and lonely,0.6,15.2,2
STU-DA3AA188,11,3.8,10.0,4,9,0,Very stressed about deadlines,0.2,14.9,2
STU-DA3AA188,12,3.7,9.7,4,9,0,Lost all motivation to study,0.8,14.8,2
STU-EE12899E,1,8.6,1.4,1,3,4,Excited about upcoming projects,5.0,6.2,0
STU-EE12899E,2,7.7,2.2,0,2,3,"Good energy, looking forward to classes",5.1,6.3,0
STU-EE12899E,3,7.5,3.2,0,2,5,Motivated to study and stay on track,4.3,4.9,0
STU-EE12899E,4,7.9,2.6,0,3,5,Enjoying the learning process,4.9,5.3,0
STU-EE12899E,5,8.3,1.0,0,2,5,Excited about upcoming projects,5.2,6.7,0
STU-EE12899E,6,7.6,2.9,1,2,5,Happy and well-rested,4.1,4.6,0
